ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,ACCT_AGE,HIGH_RISK
5029558,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751,365243,1,0,0,0,1.0,-1.0,0
5142113,0,1,1,1,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14939,-5384,1,1,0,0,2.0,-47.0,0
5089142,1,1,0,0,3,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,2.0,-58.0,0
5125374,1,0,1,0,3,Pensioner,Secondary / secondary special,Widow,House / apartment,-21871,365243,1,0,0,0,1.0,-16.0,0
5068774,1,0,0,0,2,Working,Incomplete higher,Married,House / apartment,-16392,-2119,1,0,0,0,2.0,-9.0,0
5028661,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17567,-3917,1,0,0,0,2.0,-26.0,0
5113923,1,0,0,0,1,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-23478,365243,1,0,0,0,1.0,-7.0,0
5090231,0,1,0,0,3,Working,Higher education,Married,House / apartment,-11920,-986,1,0,1,0,2.0,-13.0,0
5053855,0,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-10991,-637,1,0,0,0,4.0,-40.0,0
5142639,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-18234,-2965,1,1,1,0,2.0,-10.0,0
5042074,1,1,0,2,3,State servant,Higher education,Married,House / apartment,-16053,-7369,1,1,1,0,4.0,-27.0,0
5067584,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-17887,-567,1,1,0,0,2.0,-37.0,0
5029078,1,0,1,1,2,Working,Incomplete higher,Separated,House / apartment,-10153,-599,1,0,0,0,2.0,-47.0,0
5041157,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20198,365243,1,0,0,0,2.0,-52.0,0
5029759,1,0,1,0,3,Working,Higher education,Married,House / apartment,-19930,-3306,1,0,0,0,2.0,-49.0,0
5125563,0,1,0,0,2,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,2.0,-40.0,0
5091094,0,0,1,0,2,Pensioner,Higher education,Married,House / apartment,-24662,365243,1,0,0,0,2.0,-54.0,0
5091245,1,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-16279,-1478,1,0,0,0,2.0,-31.0,0
5033866,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17211,-414,1,0,0,0,2.0,-8.0,0
5062241,1,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,2.0,-35.0,0
5022074,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,2.0,-15.0,0
5061800,1,0,1,0,3,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20924,-1050,1,0,0,0,1.0,-1.0,0
5050679,0,1,0,0,2,Commercial associate,Secondary / secondary special,Married,With parents,-8414,-378,1,1,0,1,2.0,-10.0,0
5137106,1,1,0,0,3,State servant,Secondary / secondary special,Married,House / apartment,-18577,-108,1,1,1,0,2.0,-42.0,0
5037121,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23269,365243,1,0,1,0,2.0,-18.0,0
5024686,0,0,1,0,2,Working,Secondary / secondary special,Married,With parents,-15562,-7824,1,0,1,0,2.0,-42.0,0
5028305,0,1,1,0,3,Commercial associate,Incomplete higher,Married,House / apartment,-19834,-477,1,0,0,0,2.0,-11.0,0
5037223,0,1,0,1,3,Working,Secondary / secondary special,Married,Municipal apartment,-9765,-1028,1,1,1,0,3.0,-12.0,0
5028784,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-15836,-3034,1,0,0,0,2.0,-4.0,0
5097166,1,0,1,0,2,Working,Secondary / secondary special,Civil marriage,With parents,-14709,-1313,1,0,0,0,2.0,-3.0,0
5145949,1,0,1,1,3,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,1,0,0,0,2.0,-39.0,0
5143243,1,0,0,0,2,State servant,Higher education,Separated,With parents,-19514,-1991,1,1,0,0,1.0,-24.0,0
5118591,1,0,1,0,3,State servant,Secondary / secondary special,Married,House / apartment,-16127,-8497,1,0,1,0,2.0,-48.0,0
5142467,0,0,1,1,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16809,-5247,1,0,0,0,3.0,-17.0,0
5088953,1,0,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-18580,-1800,1,0,0,0,2.0,-14.0,0
5010801,1,0,1,0,3,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,2.0,-50.0,0
5126407,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21253,365243,1,0,1,0,2.0,-7.0,0
5054247,0,1,0,2,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,1,0,4.0,-21.0,0
5050951,1,0,0,0,2,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,1,2.0,-19.0,0
5087501,1,1,1,0,2,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,2.0,-22.0,0
5050716,0,1,0,0,2,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,2.0,-9.0,0
5068014,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-15438,-3377,1,0,0,0,2.0,-48.0,0
5066928,0,0,1,0,3,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,1.0,-55.0,0
5096383,0,0,0,0,2,Pensioner,Higher education,Married,House / apartment,-20583,365243,1,0,1,0,2.0,-44.0,0
5100082,1,1,1,0,3,Working,Higher education,Civil marriage,House / apartment,-19299,-614,1,0,1,0,2.0,-36.0,0
5126724,1,0,1,2,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-13552,-2418,1,0,0,0,4.0,-21.0,0
5125156,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,3.0,-43.0,0
5068745,1,0,1,3,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11870,-5072,1,0,0,0,4.0,-29.0,0
5028431,0,0,0,0,3,State servant,Secondary / secondary special,Single / not married,House / apartment,-8347,-538,1,0,0,0,1.0,-3.0,0
5143571,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-12675,-2178,1,0,0,0,3.0,-11.0,0
5068878,1,0,0,1,2,Working,Secondary / secondary special,Married,With parents,-11499,-4006,1,0,1,1,3.0,-10.0,0
5021510,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,2.0,-22.0,0
5067547,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180,-2728,1,0,0,0,2.0,-39.0,0
5036704,1,1,1,0,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-11736,-219,1,0,0,0,2.0,-7.0,0
5054473,1,1,1,1,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,3.0,-3.0,0
5047970,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,2.0,-21.0,0
5137398,0,0,0,1,2,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,1,0,0,3.0,-20.0,0
5051079,1,0,0,0,3,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,1.0,-11.0,0
5135779,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-23844,-2147,1,0,1,0,2.0,-19.0,0
5113670,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,2.0,-51.0,0
5023745,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,2.0,-55.0,0
5021220,0,1,0,0,3,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,1.0,-12.0,0
5089499,0,1,0,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-8958,-217,1,1,1,0,1.0,-9.0,0
5018428,0,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-12626,-5295,1,0,0,0,1.0,-18.0,0
5062472,1,0,1,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,-24764,365243,1,0,0,0,1.0,-12.0,0
5148916,0,1,0,2,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,1,0,0,0,4.0,-20.0,0
5067542,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180,-2728,1,0,0,0,2.0,-39.0,0
5105755,0,1,0,0,4,Working,Higher education,Married,House / apartment,-17502,-2888,1,1,1,0,2.0,-9.0,0
5095323,1,0,1,0,3,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854,365243,1,0,1,0,1.0,-34.0,0
5009595,1,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,2.0,-21.0,0
5143120,1,0,0,2,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15162,-1810,1,1,0,0,4.0,-4.0,0
5117584,1,0,0,0,2,State servant,Higher education,Married,House / apartment,-18197,-4418,1,1,0,0,2.0,-16.0,0
5079132,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-15291,-4681,1,0,0,0,2.0,-49.0,0
5091071,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-13424,-4754,1,0,0,1,2.0,-58.0,0
5126001,0,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-13344,-1230,1,0,0,0,4.0,-11.0,0
5021668,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,3.0,-51.0,0
5047674,1,0,0,1,2,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,3.0,-50.0,0
5029203,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22115,365243,1,0,1,0,2.0,-56.0,0
5037255,1,0,1,0,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-19641,-3191,1,1,0,0,2.0,-52.0,0
5116438,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-14711,-6425,1,0,0,0,2.0,-27.0,0
5035525,1,0,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20442,365243,1,0,1,0,3.0,-48.0,0
5038689,1,1,0,0,3,State servant,Secondary / secondary special,Civil marriage,With parents,-17693,-7778,1,0,0,0,2.0,-55.0,0
5100313,1,1,1,0,2,Commercial associate,Incomplete higher,Married,House / apartment,-15463,-2165,1,0,0,0,2.0,-53.0,0
5045598,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-14966,-170,1,0,0,0,2.0,-48.0,0
5021214,0,1,1,1,3,State servant,Higher education,Married,House / apartment,-12763,-2255,1,0,1,0,3.0,-10.0,0
5078980,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-21757,-2705,1,0,0,0,2.0,-47.0,0
5053458,1,0,1,0,2,Pensioner,Secondary / secondary special,Separated,House / apartment,-22788,365243,1,0,0,0,1.0,-51.0,0
5125147,0,0,1,0,2,Working,Incomplete higher,Single / not married,House / apartment,-12302,-2539,1,0,0,0,1.0,-9.0,0
5137036,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20123,365243,1,0,0,0,2.0,-16.0,0
5146429,0,1,0,0,3,Commercial associate,Incomplete higher,Civil marriage,With parents,-8897,-674,1,0,0,0,2.0,-22.0,0
5068377,1,0,0,1,3,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-12073,-1420,1,0,0,0,2.0,-32.0,0
5050689,1,0,0,1,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14907,-2540,1,0,0,0,2.0,-25.0,0
5066655,0,1,1,0,1,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,1,0,0,2.0,-49.0,0
5047990,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-19783,-3992,1,0,0,0,2.0,-58.0,0
5100055,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-17064,-1921,1,0,0,0,2.0,-18.0,0
5115678,0,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22442,365243,1,0,1,0,2.0,-5.0,0
5029178,1,0,1,0,2,Pensioner,Higher education,Married,House / apartment,-20567,365243,1,0,0,0,2.0,-16.0,0
5048135,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23588,365243,1,0,0,0,2.0,-34.0,0
5126706,1,0,1,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,1,0,1.0,-15.0,0
5009536,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-15455,-890,1,1,0,0,2.0,-15.0,0
5065815,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-19061,-9794,1,1,0,0,1.0,-23.0,0
5117030,1,0,1,0,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-13346,-3839,1,1,1,0,2.0,-56.0,0
5116108,0,0,1,0,3,Pensioner,Higher education,Married,House / apartment,-15237,365243,1,0,0,0,2.0,-7.0,0
5125780,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,1,0,0,0,2.0,-24.0,0
5087745,1,0,1,0,2,Pensioner,Lower secondary,Married,House / apartment,-24821,365243,1,0,0,0,2.0,-40.0,0
5066885,0,1,1,2,1,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,4.0,-35.0,0
5097045,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19404,-9896,1,1,0,0,2.0,-12.0,0
5066930,0,0,1,0,3,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,1.0,-22.0,0
5045303,1,1,1,0,3,State servant,Higher education,Married,House / apartment,-21955,-12455,1,0,0,0,2.0,-59.0,0
5024304,0,1,1,0,3,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8351,-124,1,0,0,0,1.0,0.0,0
5068583,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-16375,-962,1,0,1,0,3.0,-3.0,0
5137487,0,1,0,0,3,Working,Higher education,Civil marriage,House / apartment,-11841,-3092,1,1,0,0,2.0,-12.0,0
5067415,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-11963,-3742,1,0,0,1,2.0,-6.0,0
5053144,0,0,1,1,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301,-140,1,0,1,0,3.0,-10.0,0
5150181,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20304,365243,1,0,0,0,2.0,-36.0,0
5118327,1,0,0,1,2,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,1,0,0,3.0,-28.0,0
5024837,1,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,1,0,0,0,1.0,-52.0,0
5023212,1,0,0,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,1,0,0,0,3.0,-13.0,0
5065661,0,1,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,1,0,1.0,-9.0,0
5021826,0,0,1,0,3,Commercial associate,Higher education,Married,House / apartment,-15532,-1587,1,0,0,0,2.0,-18.0,0
5142823,0,1,0,1,2,Working,Higher education,Single / not married,House / apartment,-14883,-6221,1,0,1,0,2.0,-34.0,0
5054758,1,0,1,2,3,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,4.0,-29.0,0
5061260,1,0,1,0,2,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,2.0,-39.0,0
5024193,1,1,1,2,3,Commercial associate,Higher education,Married,House / apartment,-13669,-428,1,0,1,0,4.0,-48.0,0
5126441,1,0,0,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22120,365243,1,0,0,0,1.0,-55.0,0
5149727,1,1,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-19101,-1721,1,0,0,0,2.0,-20.0,0
5048427,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,1,0,1,0,1.0,-6.0,0
5089577,1,0,0,0,3,Commercial associate,Higher education,Married,House / apartment,-11309,-2713,1,1,0,0,2.0,-5.0,0
5085938,1,0,1,1,2,Working,Higher education,Married,With parents,-9597,-656,1,0,0,0,3.0,-15.0,0
5026089,1,0,1,0,1,Working,Secondary / secondary special,Widow,House / apartment,-20482,-5030,1,1,1,0,1.0,-36.0,0
5089501,0,1,0,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-8958,-217,1,1,1,0,1.0,-1.0,0
5036943,1,0,1,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-13995,-5849,1,0,0,0,1.0,-27.0,0
5146056,1,0,1,0,2,Working,Secondary / secondary special,Separated,House / apartment,-19451,-278,1,0,0,0,1.0,-50.0,0
5095351,0,1,1,0,3,Pensioner,Higher education,Married,House / apartment,-23899,365243,1,0,0,0,2.0,-10.0,0
5090328,1,0,1,0,2,Working,Secondary / secondary special,Married,Municipal apartment,-16528,-2531,1,0,0,0,2.0,-15.0,0
5100028,1,0,0,0,2,State servant,Higher education,Married,House / apartment,-18197,-4418,1,1,0,0,2.0,-30.0,0
5052813,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,1,0,0,0,2.0,-14.0,0
5113195,1,0,0,1,1,State servant,Higher education,Married,With parents,-11707,-2317,1,0,0,0,3.0,-17.0,0
5090984,1,0,0,0,2,Working,Secondary / secondary special,Separated,House / apartment,-13774,-2684,1,0,0,0,1.0,-51.0,0
5149763,1,0,1,1,2,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,2.0,-45.0,0
5137095,1,1,0,0,2,Working,Secondary / secondary special,Married,With parents,-12134,-200,1,0,1,0,2.0,-39.0,0
5113962,0,1,0,0,3,Working,Incomplete higher,Single / not married,House / apartment,-8560,-316,1,1,0,0,1.0,-28.0,0
5052711,1,0,1,2,1,Working,Higher education,Married,House / apartment,-12496,-597,1,0,0,0,4.0,-12.0,0
5009694,0,1,0,0,4,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,2.0,-45.0,0
5021529,1,0,0,0,3,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,2.0,-50.0,0
5068481,0,1,0,1,3,State servant,Secondary / secondary special,Married,House / apartment,-21665,-4342,1,0,0,0,3.0,-22.0,0
5010158,0,1,1,0,3,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,2.0,-5.0,0
5023268,1,0,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15350,-1331,1,0,1,0,3.0,-5.0,0
5024145,1,1,0,0,2,Working,Higher education,Married,With parents,-11380,-1007,1,1,1,0,2.0,-28.0,0
5065376,1,0,1,0,3,Working,Higher education,Married,House / apartment,-10429,-931,1,0,1,0,2.0,-48.0,1
5053207,1,0,1,1,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9383,-689,1,0,0,0,2.0,-6.0,0
5143635,1,1,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-18381,-2451,1,0,0,0,2.0,-49.0,0
5114044,1,0,0,0,1,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,2.0,-12.0,0
5089904,0,0,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-13336,-1436,1,0,0,0,2.0,-42.0,0
5024174,1,0,1,0,3,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22042,365243,1,0,0,0,2.0,-44.0,0
5068691,0,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,1,0,0,0,1.0,-7.0,0
5092170,0,1,1,3,1,Working,Secondary / secondary special,Married,House / apartment,-12654,-200,1,0,0,0,5.0,-17.0,0
5024084,1,0,1,0,2,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,365243,1,0,0,0,1.0,-44.0,0
5036293,1,0,1,0,2,State servant,Secondary / secondary special,Separated,House / apartment,-17999,-5700,1,0,1,0,1.0,-10.0,0
5105615,1,1,1,2,2,Working,Higher education,Married,House / apartment,-12334,-460,1,0,0,0,4.0,-33.0,0
5009581,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,1,0,0,0,2.0,-6.0,0
5067035,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19865,-9076,1,0,0,1,2.0,-44.0,0
5054234,1,0,0,0,2,Pensioner,Higher education,Single / not married,House / apartment,-21089,365243,1,0,1,0,1.0,-31.0,0
5139932,0,1,1,1,2,Working,Incomplete higher,Married,House / apartment,-15287,-2501,1,0,1,0,3.0,-19.0,0
5026472,1,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-8069,-499,1,0,0,0,3.0,-1.0,0
5026622,1,0,0,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,-13766,-3817,1,1,0,0,3.0,-2.0,0
5024551,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-14071,-3806,1,1,0,0,2.0,-31.0,0
5053997,1,0,0,0,2,Pensioner,Higher education,Single / not married,House / apartment,-21191,365243,1,0,1,0,1.0,-42.0,0
5021317,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,2.0,-2.0,0
5045437,0,0,0,1,2,Working,Secondary / secondary special,Married,Municipal apartment,-14534,-6652,1,0,0,0,3.0,-26.0,0
5126541,1,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-10238,-3453,1,0,0,0,2.0,-26.0,0
